Date,Open,High,Low,Close,Volume
2026-04-27 00:00:00+05:30,2396.89990234375,2459.0,2396.89990234375,2447.60009765625,5853425
2026-04-28 00:00:00+05:30,2444.0,2487.0,2427.39990234375,2444.699951171875,4508363
2026-04-29 00:00:00+05:30,2451.0,2487.89990234375,2447.60009765625,2474.699951171875,2835961
2026-04-30 00:00:00+05:30,2479.0,2491.0,2438.0,2473.89990234375,3970446
2026-05-01 00:00:00+05:30,2473.89990234375,2473.89990234375,2473.89990234375,2473.89990234375,0
2026-05-04 00:00:00+05:30,2494.0,2498.300048828125,2425.0,2431.300048828125,2632358
2026-05-05 00:00:00+05:30,2430.0,2460.39990234375,2412.199951171875,2427.300048828125,3385720
2026-05-06 00:00:00+05:30,2441.89990234375,2471.0,2406.5,2435.39990234375,3147628
2026-05-07 00:00:00+05:30,2438.199951171875,2439.699951171875,2398.0,2401.39990234375,5829594
2026-05-08 00:00:00+05:30,2398.0,2407.0,2375.10009765625,2394.39990234375,3792199
2026-05-11 00:00:00+05:30,2371.0,2415.0,2371.0,2392.89990234375,1975188
2026-05-12 00:00:00+05:30,2375.0,2375.0,2283.0,2300.300048828125,6347884
2026-05-13 00:00:00+05:30,2306.0,2309.199951171875,2269.0,2272.800048828125,3171843
2026-05-14 00:00:00+05:30,2265.0,2265.0,2206.39990234375,2246.0,5633313
2026-05-15 00:00:00+05:30,2252.0,2304.89990234375,2252.0,2264.0,3410637
2026-05-18 00:00:00+05:30,2264.0,2292.89990234375,2252.199951171875,2283.199951171875,3773336
2026-05-19 00:00:00+05:30,2300.0,2377.60009765625,2297.10009765625,2327.10009765625,10394707
2026-05-20 00:00:00+05:30,2323.89990234375,2342.0,2317.800048828125,2327.39990234375,2537422
2026-05-21 00:00:00+05:30,2331.0,2335.89990234375,2314.0,2327.199951171875,3299087
2026-05-22 00:00:00+05:30,2331.10009765625,2340.0,2308.10009765625,2317.300048828125,2617262
2026-05-25 00:00:00+05:30,2325.0,2326.10009765625,2293.0,2308.199951171875,3298364
2026-05-26 00:00:00+05:30,2308.199951171875,2327.89990234375,2272.39990234375,2276.199951171875,3587597
2026-05-27 00:00:00+05:30,2275.0,2292.89990234375,2260.89990234375,2271.39990234375,1506527
